,key,item_type,pub_yr,author,title,pub_title,doi,url,study_included,model_code_available,reporting_guidelines_mention,covid,sim_software,foss_sim,model_archive,model_repo,model_journal_supp,model_journal_supp,model_personal_org,model_platform,available_on_req,excluded_reason
319,5NBHV53V,journalArticle,2022,"Daldoul, D.; Nouaouri, I.; Bouchriha, H.; Allaoui, H.",Simulation-based optimisation approach to improve emergency department resource planning: A case study of Tunisian hospital,International Journal of Health Planning and Management,10.1002/hpm.3499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130358123&doi=10.1002%2fhpm.3499&partnerID=40&md5=c3a5c7a363fd02b6e70e39cee1a91a98,1,0.0,None,0.0,FlexSim,0,,,,,,,,
320,MXTWVSID,journalArticle,2022,"Aboueljinane, L.; Frichi, Y.",A simulation optimization approach to investigate resource planning and coordination mechanisms in emergency systems,Simulation Modelling Practice and Theory,10.1016/j.simpat.2022.102586,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131415883&doi=10.1016%2fj.simpat.2022.102586&partnerID=40&md5=b2d0a86f2ce1e91939d60456a58e7056,1,0.0,None,0.0,Arena,0,,,,,,,,
321,NX2RCVLG,journalArticle,2022,"De Boeck, K.; Decouttere, C.; Jónasson, J.O.; Vandaele, N.",Vaccine supply chains in resource-limited settings: Mitigating the impact of rainy season disruptions,European Journal of Operational Research,10.1016/j.ejor.2021.10.040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119951044&doi=10.1016%2fj.ejor.2021.10.040&partnerID=40&md5=71d6426ca713e4f2f3c66cbff958879b,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
322,C8I7K9LF,journalArticle,2022,"Nehme, R.; Puchkova, A.; Parlikad, A.",A predictive model for the post-pandemic delay in elective treatment,Operations Research for Health Care,10.1016/j.orhc.2022.100357,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138020817&doi=10.1016%2fj.orhc.2022.100357&partnerID=40&md5=e70844593212d2c5293d6f5fafb1553d,1,0.0,STRESS,1.0,Arena,0,,,,,,,Model on request,
323,XGFM8LKF,journalArticle,2022,"Conlon, M.; Molloy, O.",Learning to See: Using Mixed or Methods to Model Radiology Staff Workload and Support Decision Making in CT,SN Computer Science,10.1007/s42979-022-01244-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133449490&doi=10.1007%2fs42979-022-01244-4&partnerID=40&md5=8552a9194caf6f10e1928971e6447e23,1,0.0,None,0.0,AnyLogic,0,,,,,,,Model code on request,
324,WSBI76Q9,journalArticle,2022,"Kamenský, V.; Rogalewicz, V.; Gajdoš, O.; Donin, G.",Discrete Event Simulation Model for Cost-Effectiveness Evaluation of Screening for Asymptomatic Patients with Lower Extremity Arterial Disease,International Journal of Environmental Research and Public Health,10.3390/ijerph191811792,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138688463&doi=10.3390%2fijerph191811792&partnerID=40&md5=e669969e32bad6bb3b755f438ca07b26,1,0.0,ISPOR,0.0,R,1,,,,,,,,
325,HE5FQATK,journalArticle,2022,"Boyle, L.M.; Marshall, A.H.; Mackay, M.",A framework for developing generalisable discrete event simulation models of hospital emergency departments,European Journal of Operational Research,10.1016/j.ejor.2021.12.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125124407&doi=10.1016%2fj.ejor.2021.12.033&partnerID=40&md5=df80241b7a74c98cfa84a933dcedbe03,1,0.0,None,0.0,Simul8,0,,,,,,,,
326,UVZ4EKZM,journalArticle,2022,"Yakutcan, U.; Hurst, J.R.; Lebcir, R.; Demir, E.",Assessing the impact of COVID-19 measures on COPD management and patients: a simulation-based decision support tool for COPD services in the UK,BMJ open,10.1136/bmjopen-2022-062305,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139570469&doi=10.1136%2fbmjopen-2022-062305&partnerID=40&md5=f0e3b95974099febcb3c7920acc44d61,1,0.0,None,1.0,Simul8,0,,,,,,,data on request; dev of model reported in earlier publication.,
327,M8YX6BI7,journalArticle,2022,"Boareto, P.A.; Safanelli, J.; Liberato, R.B.; Moro, C.H.C.; Junior, J.E.P.; Moro, C.; Loures, E.D.F.R.; Santos, E.A.P.",A hybrid model to support decision making in the stroke clinical pathway,Simulation Modelling Practice and Theory,10.1016/j.simpat.2022.102602,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132759307&doi=10.1016%2fj.simpat.2022.102602&partnerID=40&md5=ead936e4b6d3328d915a0a4741db3054,1,0.0,None,1.0,Simul8,0,,,,,,,,
328,58YK8DKH,journalArticle,2022,"Kamal, Z.; Taghaddos, H.; Metvaei, S.",BIM-based repair and maintenance for hospital work order management,Automation in Construction,10.1016/j.autcon.2022.104546,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137060726&doi=10.1016%2fj.autcon.2022.104546&partnerID=40&md5=6f797032f277325612e389388e0ec2f2,1,0.0,None,0.0,Autodesk Revit,0,,,,,,,data on request,
329,ES7TLVHR,book,2020,"Ortíz-Barrios, M.; McClean, S.; Jiménez-Delgado, G.; Martínez-Sierra, D.E.",Integrating lean six sigma and discrete-event simulation for shortening the appointment lead-time in gynecobstetrics departments: A case study,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088742836&doi=10.1007%2f978-3-030-49907-5_27&partnerID=40&md5=398f63891a06bac3fb53040310be663f,1,0.0,None,0.0,Arena,0,,,,,,,,
330,6FNVMSU9,conferencePaper,2020,"Mertens, L.; Müller, E.C.; Schwarm, N.; Vogt, F.J.; Wolbeck, L.; Santos, D.; Marques, I.",A simulation framework to evaluate time savings in operating rooms,"Proceedings of the 24th Pacific Asia Conference on Information Systems: Information Systems (IS) for the Future, PACIS 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089127581&partnerID=40&md5=948d59de78ada1b05060a71da41a4b5c,0,,,,,,,,,,,,,Full Text Not Available
331,N2TUVGZC,conferencePaper,2020,"Makarem, D.; Sarraj, F.; Alkandarie, F.; Thuwaini, S.; Tafesh, Y.; Kula, U.",A simulation study on bed capacity management in a public hospital: Systems simulation and probability and statistics in engineering applications,Proceedings of the International Conference on Industrial Engineering and Operations Management,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088943316&partnerID=40&md5=8c7f5034197101824cce112c9322ed57,1,0.0,None,0.0,Arena,0,,,,,,,,
332,WDZGY7RW,journalArticle,2020,"Gabriel, G.T.; Campos, A.T.; Magacho, A.L.; Segismondi, L.C.; Vilela, F.F.; de Queiroz, J.A.; Montevechi, J.A.B.",Lean thinking by integrating with discrete event simulation and design of experiments: An emergency department expansion,PeerJ Computer Science,10.7717/PEERJ-CS.284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090053700&doi=10.7717%2fPEERJ-CS.284&partnerID=40&md5=764d439597549f2e399e265f70fe3f6f,1,1.0,None,0.0,FlexSim,0,,,,,,,,
333,C5V8BB98,journalArticle,2020,"Cáceres Flórez, C.A.; Rosário, J.M.; Hurtado, D.A.",Application of automation and manufacture techniques oriented to a service-based business using the Internet of Things (IoT) and industry 4.0 concepts. Case study: Smart hospital,Gestao e Producao,10.1590/0104-530x5416-20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091067868&doi=10.1590%2f0104-530x5416-20&partnerID=40&md5=3c53e54d9b5b566c00d9713b8edb39fa,1,0.0,None,0.0,MATLAB,0,,,,,,,,
334,R6MG2BNE,journalArticle,2020,"Cocchi, D.; Ciagli, E.; Ancora, A.; Tortoli, P.; Carpini, C.; Cirone, D.; Rossi, E.; Frosini, F.; Vezzosi, S.",Improving patient waiting time of centralized front office service in a regional hub hospital using the discrete event simulation model,Technology and Health Care,10.3233/THC-191813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091956811&doi=10.3233%2fTHC-191813&partnerID=40&md5=62c463aa9d940b0a2f2771e1f39b593f,1,0.0,None,0.0,Arena,0,,,,,,,,
335,CXQ3Y3WP,journalArticle,2020,"Battini, D.; Zennaro, I.; Aldrighetti, R.; Sgarbossa, F.",Centralised healthcare supply networks for efficient and sustainable drug management: An Italian case study,International Journal of Integrated Supply Management,10.1504/IJISM.2020.110744,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095791658&doi=10.1504%2fIJISM.2020.110744&partnerID=40&md5=1f2b52d9bf287f7bc521271cf009c4a7,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
336,A585W28N,journalArticle,2020,"Ahmad, J.; Iqbal, J.; Ahmad, I.; Khan, Z.A.; Tiwana, M.I.; Khan, K.",A Simulation Based Study for Managing Hospital Resources by Reducing Patient Waiting Time,IEEE Access,10.1109/ACCESS.2020.3032760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096032549&doi=10.1109%2fACCESS.2020.3032760&partnerID=40&md5=1c8bf618c9c6df0f56acb09f65e56905,1,0.0,None,0.0,Simio,0,,,,,,,,
337,DU6AHLBN,conferencePaper,2020,"Maïzi, Y.; Bendavid, Y.",Hybrid simulation modeling for analyzing the impact of RFID scrubs'distribution in operating rooms,"19th International Conference on Modeling and Applied Simulation, MAS 2020",10.46354/i3m.2020.mas.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097714638&doi=10.46354%2fi3m.2020.mas.010&partnerID=40&md5=6fd1018400e5d2f13149fa7602a249ad,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
338,QWL2FSQ9,conferencePaper,2020,"Li, Y.; Zhang, Y.; Chi, H.; Han, Y.; Yu, T.",Scenario-Based Optimization Strategy Analysis on a Gastroenterology Clinic: Using an Integrated Simulation Method,Construction Research Congress 2020: Computer Applications - Selected Papers from the Construction Research Congress 2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096768399&partnerID=40&md5=f46c33856e8f95908c34e1438ba30cb5,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
339,R92N3Y5F,journalArticle,2020,"Asgary, A.; Najafabadi, M.M.; Karsseboom, R.; Wu, J.",A drive-through simulation tool for mass vaccination during covid-19 pandemic,Healthcare (Switzerland),10.3390/healthcare8040469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099069292&doi=10.3390%2fhealthcare8040469&partnerID=40&md5=b1a4c4e152914c8a70a113bd88dbf3b5,1,0.0,None,1.0,AnyLogic,0,,,,,,,,
340,L6ENN3RQ,journalArticle,2020,"Bahmani, A.; Bidhandi, H.M.",Capacity planning in the hospital queueing network with blocking: simulation-based optimization approach,Journal of Health Administration,10.29252/jha.23.2.28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101644762&doi=10.29252%2fjha.23.2.28&partnerID=40&md5=4ca42d6457917b916fd621b28be74dca,0,,,,,,,,,,,,,Not English
341,PWTSMS5T,conferencePaper,2020,"Wang, J.; Wang, J.; Zeng, Q.; Liu, G.",Formal Analysis of Emergency Department Staffing Based on Stochastic Timed Petri Net Models,IFAC-PapersOnLine,10.1016/j.ifacol.2021.04.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106593146&doi=10.1016%2fj.ifacol.2021.04.038&partnerID=40&md5=46f4dc6d6154b3afd3436035c182d9b0,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
342,MT2YARYC,conferencePaper,2020,"Corgozinho, M.C.B.; Ferreira, V.A.S.; de Freitas Almeida, J.F.",Scaling Hospital Laboratory Queues via Discrete Event Simulation Using Simpy,Springer Proceedings in Business and Economics,10.1007/978-3-030-23816-2_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126260323&doi=10.1007%2f978-3-030-23816-2_12&partnerID=40&md5=7365cc3e4c3263975eeaf4b0fb025ceb,1,0.0,None,0.0,SimPy,1,,,,,,,,
343,M4SEDP2M,conferencePaper,2020,"Bassett, B.; Ferris, T.",Determining eldercare staffing needs: A comparison of simulation techniques,Proceedings of the 2020 IISE Annual Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105612056&partnerID=40&md5=769cb7267da398f7a212179a3c446b5c,1,0.0,None,0.0,Simio,0,,,,,,,,
344,IWZ7SE7R,journalArticle,2020,"Bouzon Nagem Assad, D.; Spiegel, T.",Improving emergency department resource planning: a multiple case study,Health Systems,10.1080/20476965.2019.1680260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075003808&doi=10.1080%2f20476965.2019.1680260&partnerID=40&md5=a33a63950b7444af53eb11151c13abaa,1,0.0,None,0.0,Arena,0,,,,,,,,
345,RCYEUTI2,journalArticle,2020,"Erekat, A.; Servis, G.; Madathil, S.C.; Khasawneh, M.T.",Efficient operating room planning using an ensemble learning approach to predict surgery cancellations,IISE Transactions on Healthcare Systems Engineering,10.1080/24725579.2019.1641576,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081095577&doi=10.1080%2f24725579.2019.1641576&partnerID=40&md5=bc99d160791d36570121424f0f069184,1,0.0,None,0.0,Arena,0,,,,,,,,
346,AJ2TL34T,journalArticle,2020,"Ordu, M.; Demir, E.; Tofallis, C.",A decision support system for demand and capacity modelling of an accident and emergency department,Health Systems,10.1080/20476965.2018.1561161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063266136&doi=10.1080%2f20476965.2018.1561161&partnerID=40&md5=fc7043cc64e60bcf5deb131a40d8c0a2,1,0.0,None,0.0,Simul8,0,,,,,,,,
347,3SKJ4HLQ,journalArticle,2020,"Qureshi, S.M.; Purdy, N.; Neumann, W.P.",Development of a Methodology for Healthcare System Simulations to Quantify Nurse Workload and Quality of Care,IISE Transactions on Occupational Ergonomics and Human Factors,10.1080/24725838.2020.1736692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083529388&doi=10.1080%2f24725838.2020.1736692&partnerID=40&md5=5122668a3f9b05a909c49e0a0829355c,1,0.0,None,0.0,Arena,0,,,,,,,,
348,KXRRBS2V,journalArticle,2020,"Lahr, M.M.H.; Maas, W.J.; Van Der Zee, D.-J.; Uyttenboogaart, M.; Buskens, E.",Rationale and design for studying organisation of care for intra-arterial thrombectomy in the Netherlands: Simulation modelling study,BMJ Open,10.1136/bmjopen-2019-032754,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077706946&doi=10.1136%2fbmjopen-2019-032754&partnerID=40&md5=e40d229e851d90d0507be7583b32eb46,0,,,,,,,,,,,,,Not DES
349,7N2AKE7Y,journalArticle,2020,"D'Andrea, E.; Choudhry, N.K.; Raby, B.; Weinhouse, G.L.; Najafzadeh, M.",A bronchial-airway gene-expression classifier to improve the diagnosis of lung cancer: Clinical outcomes and cost-effectiveness analysis,International Journal of Cancer,10.1002/ijc.32333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065921474&doi=10.1002%2fijc.32333&partnerID=40&md5=04a6378b6b61c7aa937cba7098974dd2,1,0.0,None,0.0,Arena,0,,,,,,,,
350,TQKSQHEW,book,2020,"França, R.P.; Iano, Y.; Monteiro, A.C.B.; Arthur, R.",Potential proposal to improve data transmission in healthcare systems,Deep Learning Techniques for Biomedical and Health Informatics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092426232&doi=10.1016%2fB978-0-12-819061-6.00011-2&partnerID=40&md5=2c9dfe51dafb6b46ae8e9b5547c1a192,0,,,,MATLAB,0,,,,,,,,Full Text Not Available
351,4VJ3GCBE,journalArticle,2020,"Bae, S.; Karnon, J.; Crane, G.; Bessen, T.; Desai, J.; Crowe, P.; Neuhaus, S.",Cost-effectiveness analysis of imaging surveillance in stage II and III extremity soft tissue sarcoma: An Australian perspective,Cost Effectiveness and Resource Allocation,10.1186/s12962-020-0202-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079144586&doi=10.1186%2fs12962-020-0202-7&partnerID=40&md5=15c31c04c290e15ec5497ce635d35451,1,0.0,None,0.0,Unknown,Unknown,,,,,,,The datasets used for the analysis in the study can be made available from the corresponding author upon reasonable request,
352,C4KJKN9D,journalArticle,2020,"Dieleman, J.M.; Myles, P.S.; Bulfone, L.; Younie, S.; van Zaane, B.; McGiffin, D.; Moodie, M.; Gao, L.",Cost-effectiveness of routine transoesophageal echocardiography during cardiac surgery: a discrete-event simulation study,British Journal of Anaesthesia,10.1016/j.bja.2019.10.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076854641&doi=10.1016%2fj.bja.2019.10.023&partnerID=40&md5=a274b2b41a51c258c126a023e6958afa,1,0.0,None,0.0,TreeAge,0,,,,,,,,
353,ZBGRRGTA,book,2020,"Şenaras, A.E.; Sezen, H.K.",A simulation model for resource balancing in healthcare systems,Hospital Management and Emergency Medicine: Breakthroughs in Research and Practice,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131617215&doi=10.4018%2f978-1-7998-2451-0.ch017&partnerID=40&md5=cd77d4fe3c89ff6769beb1e5679a4b1f,0,,,,,,,,,,,,,Full Text Not Available
354,WW65PW73,journalArticle,2020,"Patel, A.; Berdunov, V.; Quayyum, Z.; King, D.; Knapp, M.; Wittenberg, R.",Estimated societal costs of stroke in the UK based on a discrete event simulation,Age and Ageing,10.1093/ageing/afz162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081069262&doi=10.1093%2fageing%2fafz162&partnerID=40&md5=b27a782897e1a1f30c209cfff190f687,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
355,3CLZEJKW,journalArticle,2020,"Zhang, H.; Best, T.J.; Chivu, A.; Meltzer, D.O.",Simulation-based optimization to improve hospital patient assignment to physicians and clinical units,Health Care Management Science,10.1007/s10729-019-09483-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064712781&doi=10.1007%2fs10729-019-09483-3&partnerID=40&md5=2415a8b4c754d36b6c7817381c52b7f3,1,0.0,None,0.0,Arena,0,,,,,,,,
356,U7TF22JS,journalArticle,2020,"Viana, J.; Simonsen, T.B.; Faraas, H.E.; Schmidt, N.; Dahl, F.A.; Flo, K.",Capacity and patient flow planning in post-term pregnancy outpatient clinics: A computer simulation modelling study,BMC Health Services Research,10.1186/s12913-020-4943-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079361984&doi=10.1186%2fs12913-020-4943-y&partnerID=40&md5=9f85ef1eccf60e09902799e5e5fb4b07,1,1.0,STRESS,0.0,AnyLogic,0,Mendeley,,,,,,,
357,8KWMNJ96,journalArticle,2020,,Genome-wide sequencing for unexplained developmental disabilities or multiple congenital anomalies: A health technology assessment,Ontario Health Technology Assessment Series,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082065516&partnerID=40&md5=4beae2e21ba620caadf683222e08b6c5,1,0.0,CHEERS,0.0,TreeAge,0,,,,,,,,
358,MCNB2H79,journalArticle,2020,"Gulhane, K.; Khan, A.; Joshi, R.",Enhancing operational efficiency of hospitals using discrete event simulation,International Journal of Management,10.34218/IJM.11.4.2020.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084487319&doi=10.34218%2fIJM.11.4.2020.005&partnerID=40&md5=9da100bb2d0016c3206ad85f6a42e7fb,1,0.0,None,0.0,C,1,,,,,,,,
359,RVLHFI66,journalArticle,2020,"Penn, M.L.; Monks, T.; Kazmierska, A.A.; Alkoheji, M.R.A.R.",Towards generic modelling of hospital wards: Reuse and redevelopment of simple models,Journal of Simulation,10.1080/17477778.2019.1664264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074020357&doi=10.1080%2f17477778.2019.1664264&partnerID=40&md5=86dd1bf93040003973cc02754fd381de,1,1.0,STRESS,0.0,Simul8,0,Zenodo,,,,,,,
360,GKKLG4EI,journalArticle,2020,"Yang, H.; Hu, Y.; Morton, D.",Analyzing client behavior in a syringe exchange program,IISE Transactions on Healthcare Systems Engineering,10.1080/24725579.2019.1702125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077057235&doi=10.1080%2f24725579.2019.1702125&partnerID=40&md5=3ef085a36ab97b9eb97bdad4d23df759,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
361,R25T2Y2D,journalArticle,2020,"Freebairn, L.; Atkinson, J.-A.; Qin, Y.; Nolan, C.J.; Kent, A.L.; Kelly, P.M.; Penza, L.; Prodan, A.; Safarishahrbijari, A.; Qian, W.; Maple-Brown, L.; Dyck, R.; McLean, A.; McDonnell, G.; Osgood, N.D.; Diabetes in Pregnancy Modelling Consortium",Turning the tide' on hyperglycemia in pregnancy: insights from multiscale dynamic simulation modeling,BMJ open diabetes research & care,10.1136/bmjdrc-2019-000975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085854914&doi=10.1136%2fbmjdrc-2019-000975&partnerID=40&md5=e534f23f9a741a2a67b840cf22334934,1,0.0,None,0.0,AnyLogic,0,,,,,,,All data relevant to the study are included in the article or uploaded as supplementary information.,
362,DPUYKZMF,journalArticle,2020,"Deo, S.; Singh, S.; Jha, N.; Arinaminpathy, N.; Dewan, P.",Predicting the impact of patient and private provider behavior on diagnostic delay for pulmonary tuberculosis patients in India: A simulation modeling study,PLoS Medicine,10.1371/journal.pmed.1003039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088316303&doi=10.1371%2fjournal.pmed.1003039&partnerID=40&md5=b02ebd9f2eff2cab9c700dd1930ea611,1,0.0,STRESS,0.0,R,1,,,,,,,We are willing to share the code upon request.,
363,9BEBFVGB,conferencePaper,2020,"Henchey, M.; Ercolini, D.; Klaus, S.",Simulation of New Healthcare Delivery to Evaluate Impacts on Patient Access to Care: A Telehealth Supply and Demand use Case,"Proceedings of the 2020 Spring Simulation Conference, SpringSim 2020",10.22360/SpringSim.2020.MSM.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092023299&doi=10.22360%2fSpringSim.2020.MSM.003&partnerID=40&md5=65eb0aa82ad1acd75c4b4a0231bf0390,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
364,9XLF9BNH,journalArticle,2020,"Jin, H.; Tappenden, P.; MacCabe, J.H.; Robinson, S.; Byford, S.",Evaluation of the Cost-effectiveness of Services for Schizophrenia in the UK across the Entire Care Pathway in a Single Whole-Disease Model,JAMA Network Open,10.1001/jamanetworkopen.2020.5888,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085538859&doi=10.1001%2fjamanetworkopen.2020.5888&partnerID=40&md5=ced875fc7c88738796748485bd05e763,1,0.0,CHEERS,0.0,Simul8,0,,,,,,,,
365,74WXRD3P,journalArticle,2020,"Gul, M.; Fuat Guneri, A.; Gunal, M.M.",Emergency department network under disaster conditions: The case of possible major Istanbul earthquake,Journal of the Operational Research Society,10.1080/01605682.2019.1582588,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064011223&doi=10.1080%2f01605682.2019.1582588&partnerID=40&md5=0d63e1517f570d038547f0e4c1640024,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
366,8LW4E5V7,journalArticle,2020,"Duong, L.N.K.; Wood, L.C.; Wang, W.Y.C.",Inventory management of perishable health products: a decision framework with non-financial measures,Industrial Management and Data Systems,10.1108/IMDS-11-2019-0594,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083066571&doi=10.1108%2fIMDS-11-2019-0594&partnerID=40&md5=89fe092d10f9691e1d317b9574af7bdc,1,0.0,None,0.0,ExtendSim,0,,,,,,,,
367,CGENEF6R,conferencePaper,2020,"Destyanto, A.R.; Fajar, N.F.; Mandhasiya, D.G.; Mansur, F.A.; Masyhur, M.Z.; Aji, N.A.; Bramasta, R.R.",Improving service level and utilization of distribution using discrete event simulation by comparing three vehicle routing problem algorithm: A case study of drugs distribution company,AIP Conference Proceedings,10.1063/5.0001058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096377402&doi=10.1063%2f5.0001058&partnerID=40&md5=673f1f47e790efc44901276b1904919d,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
368,MVHMH9V7,conferencePaper,2020,"Sulistyaningsih, T.; Siswanto; Pangadi",Petri Net Model and Max-Plus Algebra on Queue in Clinic UNS Medical Center,Journal of Physics: Conference Series,10.1088/1742-6596/1494/1/012004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086405745&doi=10.1088%2f1742-6596%2f1494%2f1%2f012004&partnerID=40&md5=e6173ed405c362c575ffecff98c7ec44,0,,,,,,,,,,,,,Not DES
369,M6FJATNJ,journalArticle,2020,"Kongpakwattana, K.; Chaiyakunapruk, N.",Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand,Value in Health,10.1016/j.jval.2020.01.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081890402&doi=10.1016%2fj.jval.2020.01.010&partnerID=40&md5=cbbe19e3df997e93c543172c2ce968d6,1,0.0,ISPOR,0.0,TreeAge,0,,,,,,,,
370,BGR4UJF8,journalArticle,2020,"Jat, M.N.; Rafique, R.A.",Mass-Casualty Distribution for Emergency Healthcare: A Simulation Analysis,International Journal of Disaster Risk Science,10.1007/s13753-020-00260-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082674454&doi=10.1007%2fs13753-020-00260-3&partnerID=40&md5=cb5e2152ae1ff34c86a9d61f06a71e28,1,0.0,None,0.0,Simio,0,,,,,,,,
371,Q8SZ9FPH,journalArticle,2020,"Shahverdi, B.; Tariverdi, M.; Miller-Hooks, E.",Assessing hospital system resilience to disaster events involving physical damage and Demand Surge,Socio-Economic Planning Sciences,10.1016/j.seps.2019.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083616852&doi=10.1016%2fj.seps.2019.07.005&partnerID=40&md5=41ba0b01d089323216802f463b808818,1,0.0,None,0.0,ExtendSim,0,,,,,,,Data not available / No data was used for the research described in the article,
372,AFVPTJWP,journalArticle,2020,"Hasan, I.; Bahalkeh, E.; Yih, Y.",Evaluating intensive care unit admission and discharge policies using a discrete event simulation model,Simulation,10.1177/0037549720914749,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084972685&doi=10.1177%2f0037549720914749&partnerID=40&md5=ca4faaabf1b8ac0acdbe6aa0a1c47a5f,1,0.0,None,0.0,AutoMod,0,,,,,,,,
373,V52IFFG4,journalArticle,2020,"Ortiz-Barrios, M.; Alfaro-Saiz, J.-J.",An integrated approach for designing in-time and economically sustainable emergency care networks: A case study in the public sector,PLoS ONE,10.1371/journal.pone.0234984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086931479&doi=10.1371%2fjournal.pone.0234984&partnerID=40&md5=f09bd918b2968f79bfb0ad07a1e1dd63,1,0.0,None,0.0,Arena,0,,,,,,,All relevant data are within the manuscript and its Supporting Information files,
374,T4TT284F,journalArticle,2020,"Davis, S.; Simpson, E.; Hamilton, J.; James, M.M.-S.; Rawdin, A.; Wong, R.; Goka, E.; Gittoes, N.; Selby, P.","Denosumab, raloxifene, romosozumab and teriparatide to prevent osteoporotic fragility fractures: A systematic review and economic evaluation",Health Technology Assessment,10.3310/hta24290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087138249&doi=10.3310%2fhta24290&partnerID=40&md5=28f726c8d9c8a83d1ff4c7936107865f,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
375,CCW8F5L6,journalArticle,2020,"Marquezine, A.C.; De Bem, N.F.S.; Nazaré, T.B.; De Oliveira, P.W.S.",A case study through queue simulations of a basic health center,International Journal of Engineering Trends and Technology,10.14445/22315381/IJETT-V68I6P204S,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094190423&doi=10.14445%2f22315381%2fIJETT-V68I6P204S&partnerID=40&md5=eb749793f86cd393f3711641a2771d2a,1,0.0,None,0.0,Arena,0,,,,,,,,
